S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
17153,29/05/2020,Uttarakhand,500,417,79,4
17154,30/05/2020,Uttarakhand,716,609,102,5
17155,31/05/2020,Uttarakhand,749,642,102,5
17156,01/06/2020,Uttarakhand,907,800,102,5
17157,02/06/2020,Uttarakhand,958,730,222,6
17158,03/06/2020,Uttarakhand,1043,784,252,7
17159,04/06/2020,Uttarakhand,1085,795,282,8
17160,05/06/2020,Uttarakhand,1153,846,297,10
17161,06/06/2020,Uttarakhand,1215,860,344,11
17162,07/06/2020,Uttarakhand,1303,869,423,11
17163,08/06/2020,Uttarakhand,1355,814,528,13
17164,09/06/2020,Uttarakhand,1411,684,714,13
17165,10/06/2020,Uttarakhand,1537,769,755,13
17166,11/06/2020,Uttarakhand,1562,716,831,15
17167,12/06/2020,Uttarakhand,1643,786,842,15
17168,13/06/2020,Uttarakhand,1724,756,947,21
17169,14/06/2020,Uttarakhand,1785,685,1077,23
17170,15/06/2020,Uttarakhand,1819,684,1111,24
17171,16/06/2020,Uttarakhand,1845,632,1189,24
17172,17/06/2020,Uttarakhand,1942,701,1216,25
17173,18/06/2020,Uttarakhand,2023,743,1254,26
17174,19/06/2020,Uttarakhand,2102,690,1386,26
17175,20/06/2020,Uttarakhand,2177,718,1433,26
17176,21/06/2020,Uttarakhand,2301,824,1450,27
17177,22/06/2020,Uttarakhand,2344,817,1500,27
17178,23/06/2020,Uttarakhand,2402,853,1521,28
17179,24/06/2020,Uttarakhand,2535,903,1602,30
17180,25/06/2020,Uttarakhand,2623,867,1721,35
17181,26/06/2020,Uttarakhand,2691,897,1758,36
17182,27/06/2020,Uttarakhand,2725,866,1822,37
17183,28/06/2020,Uttarakhand,2791,842,1912,37
17184,29/06/2020,Uttarakhand,2823,767,2018,38
17185,30/06/2020,Uttarakhand,2831,681,2111,39
17186,01/07/2020,Uttarakhand,2881,609,2231,41
17187,02/07/2020,Uttarakhand,2947,589,2317,41
17188,03/07/2020,Uttarakhand,2984,537,2405,42
17189,04/07/2020,Uttarakhand,3048,525,2481,42
17190,05/07/2020,Uttarakhand,3093,549,2502,42
17191,06/07/2020,Uttarakhand,3124,558,2524,42
17192,07/07/2020,Uttarakhand,3161,533,2586,42
17193,08/07/2020,Uttarakhand,3230,566,2621,43
17194,09/07/2020,Uttarakhand,3258,562,2650,46
17195,10/07/2020,Uttarakhand,3305,587,2672,46
17196,11/07/2020,Uttarakhand,3373,621,2706,46
17197,12/07/2020,Uttarakhand,3417,653,2718,46
17198,13/07/2020,Uttarakhand,3537,704,2786,47
17199,14/07/2020,Uttarakhand,3608,703,2856,49
17200,15/07/2020,Uttarakhand,3686,769,2867,50
17201,16/07/2020,Uttarakhand,3785,787,2948,50
17202,17/07/2020,Uttarakhand,3982,937,2995,50
17203,18/07/2020,Uttarakhand,4102,1030,3021,51
17204,19/07/2020,Uttarakhand,4276,1143,3081,52
17205,20/07/2020,Uttarakhand,4515,1347,3116,52
17206,21/07/2020,Uttarakhand,4642,1375,3212,55
17207,22/07/2020,Uttarakhand,4849,1497,3297,55
17208,23/07/2020,Uttarakhand,5300,1894,3349,57
17209,24/07/2020,Uttarakhand,5445,1986,3399,60
17210,25/07/2020,Uttarakhand,5445,1986,3399,60
17211,26/07/2020,Uttarakhand,5961,2403,3495,63
17212,27/07/2020,Uttarakhand,6104,2475,3566,63
17213,28/07/2020,Uttarakhand,6328,2587,3675,66
17214,29/07/2020,Uttarakhand,6587,2797,3720,70
17215,30/07/2020,Uttarakhand,6866,2983,3811,72
17216,31/07/2020,Uttarakhand,7065,2993,3996,76
17217,01/08/2020,Uttarakhand,7183,2935,4168,80
17218,02/08/2020,Uttarakhand,7447,3034,4330,83
17219,03/08/2020,Uttarakhand,7593,3070,4437,86
17220,04/08/2020,Uttarakhand,7800,3172,4538,90
17221,05/08/2020,Uttarakhand,8008,3066,4847,95
17222,06/08/2020,Uttarakhand,8254,2923,5233,98
17223,07/08/2020,Uttarakhand,8552,3027,5427,98
17224,08/08/2020,Uttarakhand,8901,3058,5731,112
17225,09/08/2020,Uttarakhand,9402,3322,5963,117
17226,10/08/2020,Uttarakhand,9632,3373,6134,125
17227,11/08/2020,Uttarakhand,10021,3586,6301,134
17228,12/08/2020,Uttarakhand,10432,3826,6470,136
17229,13/08/2020,Uttarakhand,10886,4059,6687,140
17230,14/08/2020,Uttarakhand,11302,4145,7014,143
17231,15/08/2020,Uttarakhand,11615,3966,7502,147
17232,16/08/2020,Uttarakhand,11940,4041,7748,151
17233,17/08/2020,Uttarakhand,12175,3923,8100,152
17234,18/08/2020,Uttarakhand,12493,3850,8485,158
17235,19/08/2020,Uttarakhand,12961,4073,8724,164
17236,20/08/2020,Uttarakhand,13225,3915,9132,178
17237,21/08/2020,Uttarakhand,13636,4016,9433,187
17238,22/08/2020,Uttarakhand,14083,4215,9676,192
17239,23/08/2020,Uttarakhand,14566,4350,10021,195
17240,24/08/2020,Uttarakhand,15124,4444,10480,200
17241,25/08/2020,Uttarakhand,15529,4410,10912,207
17242,26/08/2020,Uttarakhand,16014,4600,11201,213
17243,27/08/2020,Uttarakhand,16549,4806,11524,219
17244,28/08/2020,Uttarakhand,17277,5274,11775,228
17245,29/08/2020,Uttarakhand,17865,5502,12124,239
17246,30/08/2020,Uttarakhand,18571,5735,12586,250
17247,31/08/2020,Uttarakhand,19235,5912,13066,257
17248,01/09/2020,Uttarakhand,19827,5908,13650,269
17249,02/09/2020,Uttarakhand,20398,6042,14076,280
17250,03/09/2020,Uttarakhand,21234,6442,14501,291
17251,04/09/2020,Uttarakhand,22180,6871,15009,300
17252,05/09/2020,Uttarakhand,23011,7188,15511,312
17253,06/09/2020,Uttarakhand,23961,7575,16056,330
17254,07/09/2020,Uttarakhand,24629,7640,16648,341
17255,08/09/2020,Uttarakhand,25436,7965,17123,348
17256,09/09/2020,Uttarakhand,26094,8261,17473,360
17257,10/09/2020,Uttarakhand,27211,8577,18262,372
17258,11/09/2020,Uttarakhand,28266,9106,18783,377
17259,12/09/2020,Uttarakhand,29221,9405,19428,388
17260,13/09/2020,Uttarakhand,30336,9781,20153,402
17261,14/09/2020,Uttarakhand,31973,10519,21040,414
17262,15/09/2020,Uttarakhand,33016,10374,22213,429
17263,16/09/2020,Uttarakhand,34407,10739,23230,438
17264,17/09/2020,Uttarakhand,35947,11068,24432,447
17265,18/09/2020,Uttarakhand,37139,11714,24965,460
17266,19/09/2020,Uttarakhand,38007,11293,26250,464
17267,20/09/2020,Uttarakhand,40085,12465,27142,478
17268,21/09/2020,Uttarakhand,40963,12455,28017,491
17269,22/09/2020,Uttarakhand,41777,12075,29201,501
17270,23/09/2020,Uttarakhand,42651,11831,30308,512
17271,24/09/2020,Uttarakhand,43720,11867,31324,529
17272,25/09/2020,Uttarakhand,44404,11507,32355,542
17273,26/09/2020,Uttarakhand,45332,10934,33843,555
17274,27/09/2020,Uttarakhand,46281,10856,34859,566
17275,28/09/2020,Uttarakhand,47045,10799,35672,574
17276,29/09/2020,Uttarakhand,47502,10066,36856,580
17277,30/09/2020,Uttarakhand,47995,9122,38282,591
17278,01/10/2020,Uttarakhand,49000,9111,39278,611
17279,02/10/2020,Uttarakhand,49248,8544,40079,625
17280,03/10/2020,Uttarakhand,49559,8504,40419,636
17281,04/10/2020,Uttarakhand,50062,8076,41338,648
17282,05/10/2020,Uttarakhand,51481,9089,41740,652
17283,06/10/2020,Uttarakhand,51991,8701,42621,669
17284,07/10/2020,Uttarakhand,52329,8414,43238,677
17285,08/10/2020,Uttarakhand,52959,8367,43904,688
17286,09/10/2020,Uttarakhand,53359,7849,44808,702
17287,10/10/2020,Uttarakhand,54063,7289,46058,716
17288,11/10/2020,Uttarakhand,54525,7321,46470,734
17289,12/10/2020,Uttarakhand,55051,7373,46931,747
17290,13/10/2020,Uttarakhand,55347,6976,47609,762
17291,14/10/2020,Uttarakhand,55641,6576,48283,782
17292,15/10/2020,Uttarakhand,56070,6145,49129,796
17293,16/10/2020,Uttarakhand,56493,5682,49997,814
17294,17/10/2020,Uttarakhand,57042,5692,50521,829
17295,18/10/2020,Uttarakhand,57648,5538,51186,924
17296,19/10/2020,Uttarakhand,58024,5728,51369,927
17297,20/10/2020,Uttarakhand,58360,5527,51900,933
17298,21/10/2020,Uttarakhand,58601,5364,52291,946
17299,22/10/2020,Uttarakhand,59106,5085,53061,960
17300,23/10/2020,Uttarakhand,59508,4897,53643,968
17301,24/10/2020,Uttarakhand,59796,4656,54161,979
17302,25/10/2020,Uttarakhand,60155,4542,54629,984
17303,26/10/2020,Uttarakhand,60376,4425,54958,993
17304,27/10/2020,Uttarakhand,60744,4080,55663,1001
17305,28/10/2020,Uttarakhand,60957,3865,56085,1007
17306,29/10/2020,Uttarakhand,61261,3696,56556,1009
17307,30/10/2020,Uttarakhand,61566,3545,57012,1009
17308,31/10/2020,Uttarakhand,61915,3634,57270,1011
17309,01/11/2020,Uttarakhand,62328,3883,57422,1023
17310,02/11/2020,Uttarakhand,62550,3914,57609,1027
17311,03/11/2020,Uttarakhand,62881,3802,58050,1029
17312,04/11/2020,Uttarakhand,63197,3705,58459,1033
17313,05/11/2020,Uttarakhand,63585,3818,58729,1038
17314,06/11/2020,Uttarakhand,64065,3680,59338,1047
17315,07/11/2020,Uttarakhand,64538,3736,59746,1056
17316,08/11/2020,Uttarakhand,65036,3890,60083,1063
17317,09/11/2020,Uttarakhand,65279,3972,60242,1065
17318,10/11/2020,Uttarakhand,65677,4149,60453,1075
17319,11/11/2020,Uttarakhand,66005,3955,60970,1080
17320,12/11/2020,Uttarakhand,66788,4251,61451,1086
17321,13/11/2020,Uttarakhand,67239,4156,61990,1093
17322,14/11/2020,Uttarakhand,67706,4307,62302,1097
17323,15/11/2020,Uttarakhand,68002,4417,62483,1102
17324,16/11/2020,Uttarakhand,68215,4565,62543,1107
17325,17/11/2020,Uttarakhand,68458,4184,63158,1116
17326,18/11/2020,Uttarakhand,68887,4165,63603,1119
17327,19/11/2020,Uttarakhand,69307,4147,64032,1128
17328,20/11/2020,Uttarakhand,69693,4133,64427,1133
17329,21/11/2020,Uttarakhand,70205,3505,65562,1138
17330,22/11/2020,Uttarakhand,70790,4082,65562,1146
17331,23/11/2020,Uttarakhand,71256,4368,65733,1155
17332,24/11/2020,Uttarakhand,71632,4298,66172,1162
17333,25/11/2020,Uttarakhand,72160,4638,66349,1173
17334,26/11/2020,Uttarakhand,72642,4658,66799,1185
17335,27/11/2020,Uttarakhand,72997,4682,67119,1196
17336,28/11/2020,Uttarakhand,73527,4812,67514,1201
17337,29/11/2020,Uttarakhand,73951,4876,67861,1214
17338,30/11/2020,Uttarakhand,74340,4970,68148,1222
17339,01/12/2020,Uttarakhand,74795,5059,68505,1231
17340,02/12/2020,Uttarakhand,75268,4947,69083,1238
17341,03/12/2020,Uttarakhand,75784,4955,69578,1251
17342,04/12/2020,Uttarakhand,76275,4967,70045,1263
17343,05/12/2020,Uttarakhand,76893,4994,70626,1273
17344,06/12/2020,Uttarakhand,77573,5176,71116,1281
17345,07/12/2020,Uttarakhand,77997,5223,71489,1285
17346,08/12/2020,Uttarakhand,78509,5234,71980,1295
17347,09/12/2020,Uttarakhand,79141,5399,72435,1307
17348,10/12/2020,Uttarakhand,79656,5456,72880,1320
17349,11/12/2020,Uttarakhand,80486,5742,73412,1332
17350,12/12/2020,Uttarakhand,81211,5934,73936,1341
17351,13/12/2020,Uttarakhand,81939,6207,74381,1351
17352,14/12/2020,Uttarakhand,82429,6293,74781,1355
17353,15/12/2020,Uttarakhand,83006,6144,75501,1361
17354,17/12/2020,Uttarakhand,84069,6140,76554,1375
17355,18/12/2020,Uttarakhand,84689,6062,77243,1384
17356,19/12/2020,Uttarakhand,85269,6067,77803,1399
17357,20/12/2020,Uttarakhand,85853,6074,78371,1408
17358,21/12/2020,Uttarakhand,86317,6177,78727,1413
17359,22/12/2020,Uttarakhand,86765,5584,79755,1426
17360,23/12/2020,Uttarakhand,87376,5512,80425,1439
17361,24/12/2020,Uttarakhand,87940,5507,80986,1447
17362,25/12/2020,Uttarakhand,88376,5331,81587,1458
17363,26/12/2020,Uttarakhand,88844,5510,81871,1463
17364,27/12/2020,Uttarakhand,89218,5444,82298,1476
17365,28/12/2020,Uttarakhand,89645,5625,82537,1483
17366,29/12/2020,Uttarakhand,89850,5511,82850,1489
17367,30/12/2020,Uttarakhand,90167,5256,83416,1495
17368,31/12/2020,Uttarakhand,90616,4963,84149,1504
17369,03/01/2021,Uttarakhand,91544,4364,85658,1522
17370,04/01/2021,Uttarakhand,91811,4376,85908,1527
17371,05/01/2021,Uttarakhand,92112,3966,86611,1535
17372,06/01/2021,Uttarakhand,92366,3717,87105,1544
17373,07/01/2021,Uttarakhand,92593,3515,87529,1549
17374,08/01/2021,Uttarakhand,92842,3309,87978,1555
17375,09/01/2021,Uttarakhand,93111,3179,88370,1562
17376,10/01/2021,Uttarakhand,93398,3215,88615,1568
17377,11/01/2021,Uttarakhand,93621,3130,88918,1573
17378,12/01/2021,Uttarakhand,93777,2753,89446,1578
17379,13/01/2021,Uttarakhand,93961,2643,89729,1589
17380,14/01/2021,Uttarakhand,94170,2552,90025,1593
17381,15/01/2021,Uttarakhand,94324,2510,90218,1596
17382,16/01/2021,Uttarakhand,94465,2406,90457,1602
17383,17/01/2021,Uttarakhand,94691,2349,90736,1606
17384,18/01/2021,Uttarakhand,94803,2354,90838,1611
17385,19/01/2021,Uttarakhand,94923,2136,91170,1617
17386,20/01/2021,Uttarakhand,95039,1992,91428,1619
17387,21/01/2021,Uttarakhand,95192,2005,91565,1622
17388,22/01/2021,Uttarakhand,95354,1876,91852,1626
17389,23/01/2021,Uttarakhand,95464,1795,92040,1629
17390,24/01/2021,Uttarakhand,95586,1733,92224,1629
17391,25/01/2021,Uttarakhand,95640,1725,92284,1631
17392,27/01/2021,Uttarakhand,95741,1455,92650,1636
17393,28/01/2021,Uttarakhand,95826,1439,92748,1639
17394,29/01/2021,Uttarakhand,95908,1338,92928,1642
17395,30/01/2021,Uttarakhand,95986,1289,93055,1642
17396,31/01/2021,Uttarakhand,96068,1202,93223,1643
17397,01/02/2021,Uttarakhand,96129,1175,93310,1644
17398,02/02/2021,Uttarakhand,96180,1081,93451,1648
17399,03/02/2021,Uttarakhand,96227,1043,93533,1651
17400,04/02/2021,Uttarakhand,96281,997,93629,1655
17401,05/02/2021,Uttarakhand,96384,1002,93723,1659
17402,06/02/2021,Uttarakhand,96431,945,93824,1662
17403,07/02/2021,Uttarakhand,96478,937,93877,1664
17404,08/02/2021,Uttarakhand,96493,912,93913,1668
17405,09/02/2021,Uttarakhand,96536,808,94057,1671
17406,10/02/2021,Uttarakhand,96590,790,94127,1673
17407,11/02/2021,Uttarakhand,96625,712,94240,1673
17408,12/02/2021,Uttarakhand,96673,669,94328,1676
17409,13/02/2021,Uttarakhand,96722,648,94396,1678
17410,14/02/2021,Uttarakhand,96766,637,94449,1680
17411,15/02/2021,Uttarakhand,96820,687,94453,1680
17412,16/02/2021,Uttarakhand,96867,615,94572,1680
17413,17/02/2021,Uttarakhand,96920,564,94674,1682
17414,18/02/2021,Uttarakhand,96964,548,94733,1683
17415,19/02/2021,Uttarakhand,97005,549,94772,1684
17416,20/02/2021,Uttarakhand,97031,495,94850,1686
17417,21/02/2021,Uttarakhand,97031,495,94850,1686
17418,22/02/2021,Uttarakhand,97031,494,94850,1687
17419,23/02/2021,Uttarakhand,97031,492,94850,1689
17420,24/02/2021,Uttarakhand,97031,491,94850,1690
17421,25/02/2021,Uttarakhand,97031,491,94850,1690
17422,26/02/2021,Uttarakhand,97031,491,94850,1690
17423,27/02/2021,Uttarakhand,97031,490,94850,1691
17424,01/03/2021,Uttarakhand,97031,489,94850,1692
17425,02/03/2021,Uttarakhand,97031,459,94880,1692
17426,03/03/2021,Uttarakhand,97089,451,94946,1692
17427,04/03/2021,Uttarakhand,97134,463,94979,1692
17428,06/03/2021,Uttarakhand,97285,556,95035,1694
17429,07/03/2021,Uttarakhand,97363,596,95073,1694
17430,08/03/2021,Uttarakhand,97422,632,95095,1695
17431,09/03/2021,Uttarakhand,97480,662,95123,1695
17432,10/03/2021,Uttarakhand,97529,611,95223,1695
17433,11/03/2021,Uttarakhand,97565,600,95268,1697
17434,13/03/2021,Uttarakhand,97700,638,95362,1700
17435,14/03/2021,Uttarakhand,97754,583,95469,1702
17436,15/03/2021,Uttarakhand,97806,609,95494,1703
17437,16/03/2021,Uttarakhand,97866,581,95581,1704
17438,17/03/2021,Uttarakhand,97931,599,95628,1704
17439,18/03/2021,Uttarakhand,98041,672,95665,1704
17440,19/03/2021,Uttarakhand,98129,698,95727,1704
17441,20/03/2021,Uttarakhand,98228,728,95796,1704
17442,21/03/2021,Uttarakhand,98311,756,95851,1704
17443,22/03/2021,Uttarakhand,98448,861,95883,1704
17444,23/03/2021,Uttarakhand,98552,894,95954,1704
17445,24/03/2021,Uttarakhand,98646,930,96010,1706
17446,25/03/2021,Uttarakhand,98880,1112,96062,1706
17447,27/03/2021,Uttarakhand,99258,1162,96388,1708
17448,28/03/2021,Uttarakhand,99515,1339,96467,1709
17449,29/03/2021,Uttarakhand,99881,1660,96512,1709
17450,30/03/2021,Uttarakhand,99990,1724,96555,1711
17451,31/03/2021,Uttarakhand,100118,1696,96709,1713
17452,01/04/2021,Uttarakhand,100411,1863,96831,1717
17453,02/04/2021,Uttarakhand,100911,2236,96956,1719
17454,03/04/2021,Uttarakhand,101275,2404,97150,1721
17455,04/04/2021,Uttarakhand,101714,2638,97351,1725
17456,05/04/2021,Uttarakhand,102264,3017,97520,1727
17457,06/04/2021,Uttarakhand,102811,3201,97881,1729
17458,07/04/2021,Uttarakhand,103602,3607,98259,1736
17459,08/04/2021,Uttarakhand,104711,4526,98444,1741
17460,09/04/2021,Uttarakhand,105498,5042,98712,1744
17461,10/04/2021,Uttarakhand,106246,5384,99113,1749
17462,11/04/2021,Uttarakhand,107479,6241,99486,1752
17463,12/04/2021,Uttarakhand,108812,7323,99729,1760
17464,13/04/2021,Uttarakhand,110146,7846,100533,1767
17465,14/04/2021,Uttarakhand,112071,9353,100938,1780
17466,15/04/2021,Uttarakhand,114024,10770,101461,1793
17467,16/04/2021,Uttarakhand,116244,12484,101958,1802
17468,17/04/2021,Uttarakhand,118646,13546,103281,1819
17469,18/04/2021,Uttarakhand,121403,15386,104161,1856
17470,19/04/2021,Uttarakhand,124033,17293,104872,1868
17471,20/04/2021,Uttarakhand,126193,18864,105437,1892
17472,21/04/2021,Uttarakhand,129205,21014,106272,1919
17473,22/04/2021,Uttarakhand,134012,24893,107166,1953
17474,23/04/2021,Uttarakhand,138010,26980,109058,1972
17475,24/04/2021,Uttarakhand,142349,29949,110379,2021
17476,25/04/2021,Uttarakhand,147433,33330,112001,2102
17477,26/04/2021,Uttarakhand,151801,35864,113791,2146
17478,27/04/2021,Uttarakhand,156859,39031,115615,2213
17479,28/04/2021,Uttarakhand,162562,43032,117221,2309
17480,29/04/2021,Uttarakhand,168616,45383,120816,2417
17481,30/04/2021,Uttarakhand,174867,48319,124046,2502
17482,01/05/2021,Uttarakhand,180521,49492,128405,2624
17483,02/05/2021,Uttarakhand,186014,51127,132156,2731
17484,03/05/2021,Uttarakhand,191620,53612,135206,2802
17485,04/05/2021,Uttarakhand,197023,55436,138657,2930
17486,05/05/2021,Uttarakhand,204051,56627,144409,3015
17487,06/05/2021,Uttarakhand,211834,59526,149166,3142
17488,07/05/2021,Uttarakhand,220351,62911,154147,3293
17489,08/05/2021,Uttarakhand,229993,67691,158872,3430
17490,09/05/2021,Uttarakhand,238383,71174,163661,3548
17491,10/05/2021,Uttarakhand,244273,74114,166431,3728
17492,11/05/2021,Uttarakhand,249814,74480,171438,3896
17493,12/05/2021,Uttarakhand,256934,76500,176420,4014
17494,13/05/2021,Uttarakhand,264683,77082,183478,4123
17495,14/05/2021,Uttarakhand,264683,77082,183478,4123
17496,15/05/2021,Uttarakhand,271810,78304,189261,4245
17497,16/05/2021,Uttarakhand,283239,80000,198616,4623
17498,17/05/2021,Uttarakhand,287286,78802,203673,4811
17499,18/05/2021,Uttarakhand,291005,78608,207363,5034
17500,19/05/2021,Uttarakhand,295790,76232,214426,5132
17501,20/05/2021,Uttarakhand,300282,73172,221785,5325
17502,21/05/2021,Uttarakhand,303940,68643,229813,5484
17503,22/05/2021,Uttarakhand,307566,63373,238593,5600
17504,23/05/2021,Uttarakhand,310469,57929,246806,5734
17505,24/05/2021,Uttarakhand,313519,54735,252979,5805
17506,25/05/2021,Uttarakhand,315590,49579,260084,5927
17507,26/05/2021,Uttarakhand,318346,45568,266758,6020
17508,27/05/2021,Uttarakhand,321337,43520,271704,6113
17509,28/05/2021,Uttarakhand,323483,39237,278045,6201
17510,30/05/2021,Uttarakhand,327112,31110,289642,6360
17511,31/05/2021,Uttarakhand,328338,30357,291580,6401
17512,01/06/2021,Uttarakhand,329494,28371,294671,6452
17513,02/06/2021,Uttarakhand,330475,27216,296762,6497
17514,03/06/2021,Uttarakhand,331478,25366,299577,6535
17515,04/06/2021,Uttarakhand,332067,22530,302964,6573
17516,05/06/2021,Uttarakhand,332959,19283,307045,6631
17517,06/06/2021,Uttarakhand,333578,17305,309609,6664
17518,07/06/2021,Uttarakhand,334024,16125,311200,6699
17519,08/06/2021,Uttarakhand,334419,14122,313566,6731
17520,09/06/2021,Uttarakhand,334965,11885,316283,6797
17521,10/06/2021,Uttarakhand,335478,9258,319371,6849
17522,11/06/2021,Uttarakhand,335866,6641,322347,6878
17523,12/06/2021,Uttarakhand,336153,5277,323967,6909
17524,13/06/2021,Uttarakhand,336616,5021,324667,6928
17525,14/06/2021,Uttarakhand,336879,4633,325311,6935
17526,15/06/2021,Uttarakhand,337175,3908,326307,6960
17527,16/06/2021,Uttarakhand,337449,3642,326822,6985
17528,17/06/2021,Uttarakhand,337802,3572,327233,6997
17529,18/06/2021,Uttarakhand,338066,3471,327584,7011
17530,19/06/2021,Uttarakhand,338288,3231,328040,7017
17531,20/06/2021,Uttarakhand,338508,3220,328262,7026
17532,21/06/2021,Uttarakhand,338644,3136,328473,7035
17533,22/06/2021,Uttarakhand,338807,2964,328799,7044
17534,23/06/2021,Uttarakhand,338978,2896,329030,7052
17535,25/06/2021,Uttarakhand,339245,2739,329432,7074
17536,26/06/2021,Uttarakhand,339373,2627,329663,7083
17537,27/06/2021,Uttarakhand,339537,2510,329941,7086
17538,28/06/2021,Uttarakhand,339619,2465,330066,7088
17539,29/06/2021,Uttarakhand,339739,2294,330353,7092
17540,30/06/2021,Uttarakhand,339933,2245,330593,7095
17541,01/07/2021,Uttarakhand,340255,2101,330838,7316
17542,02/07/2021,Uttarakhand,340379,1966,331089,7324
17543,03/07/2021,Uttarakhand,340488,1864,331297,7327
17544,04/07/2021,Uttarakhand,340646,1821,331494,7331
17545,05/07/2021,Uttarakhand,340724,1749,331642,7333
17546,06/07/2021,Uttarakhand,340793,1555,331903,7335
17547,07/07/2021,Uttarakhand,340882,1538,332006,7338
17548,08/07/2021,Uttarakhand,340959,1506,332115,7338
17549,09/07/2021,Uttarakhand,341023,1445,332240,7338
17550,10/07/2021,Uttarakhand,341088,1319,332431,7338
17551,11/07/2021,Uttarakhand,341137,1165,332634,7338
17552,12/07/2021,Uttarakhand,341179,1094,332746,7339
17553,13/07/2021,Uttarakhand,341230,932,332957,7341
17554,14/07/2021,Uttarakhand,341274,819,333104,7351
17555,15/07/2021,Uttarakhand,341307,711,333244,7352
17556,16/07/2021,Uttarakhand,341362,692,333316,7354
17557,17/07/2021,Uttarakhand,341401,698,333348,7355
17558,18/07/2021,Uttarakhand,341433,656,333421,7356
17559,19/07/2021,Uttarakhand,341452,623,333473,7356
17560,21/07/2021,Uttarakhand,341536,620,333559,7357
17561,22/07/2021,Uttarakhand,341573,643,333573,7357
17562,26/07/2021,Uttarakhand,341724,637,333728,7359
17563,27/07/2021,Uttarakhand,341778,638,333781,7359
17564,28/07/2021,Uttarakhand,341874,659,333854,7361
17565,29/07/2021,Uttarakhand,341934,672,333901,7361
17566,30/07/2021,Uttarakhand,341982,669,333952,7361
17567,31/07/2021,Uttarakhand,342023,645,334016,7362
17568,01/08/2021,Uttarakhand,342139,632,334145,7362
17569,02/08/2021,Uttarakhand,342161,609,334190,7362
17570,03/08/2021,Uttarakhand,342198,574,334261,7363
17571,04/08/2021,Uttarakhand,342246,581,334299,7366
17572,05/08/2021,Uttarakhand,342283,576,334341,7366
17573,06/08/2021,Uttarakhand,342307,533,334408,7366
17574,07/08/2021,Uttarakhand,342336,513,334456,7367
17575,08/08/2021,Uttarakhand,342374,492,334515,7367
17576,09/08/2021,Uttarakhand,342392,463,334562,7367
17577,19/03/2020,West Bengal,1,1,0,0
17578,20/03/2020,West Bengal,1,1,0,0
17579,21/03/2020,West Bengal,2,2,0,0
17580,22/03/2020,West Bengal,4,4,0,0
17581,23/03/2020,West Bengal,7,7,0,0
17582,24/03/2020,West Bengal,7,6,0,1
17583,25/03/2020,West Bengal,9,8,0,1
17584,26/03/2020,West Bengal,9,8,0,1
17585,27/03/2020,West Bengal,10,9,0,1
17586,28/03/2020,West Bengal,15,14,0,1
17587,29/03/2020,West Bengal,17,16,0,1
17588,30/03/2020,West Bengal,19,18,0,1
17589,31/03/2020,West Bengal,26,24,0,2
17590,01/04/2020,West Bengal,26,24,0,2
17591,02/04/2020,West Bengal,37,28,6,3
17592,03/04/2020,West Bengal,53,47,3,3
17593,04/04/2020,West Bengal,63,57,3,3
17594,05/04/2020,West Bengal,69,56,10,3
17595,06/04/2020,West Bengal,80,67,10,3
17596,07/04/2020,West Bengal,91,75,13,3
17597,08/04/2020,West Bengal,99,81,13,5
17598,09/04/2020,West Bengal,103,82,16,5
17599,10/04/2020,West Bengal,116,95,16,5
17600,11/04/2020,West Bengal,116,95,16,5
17601,12/04/2020,West Bengal,134,110,19,5
17602,13/04/2020,West Bengal,152,116,29,7
17603,14/04/2020,West Bengal,190,147,36,7
17604,15/04/2020,West Bengal,213,169,37,7
17605,16/04/2020,West Bengal,231,182,42,7
17606,17/04/2020,West Bengal,255,194,51,10
17607,18/04/2020,West Bengal,287,222,55,10
17608,19/04/2020,West Bengal,310,236,62,12
17609,20/04/2020,West Bengal,339,261,66,12
17610,21/04/2020,West Bengal,392,307,73,12
17611,22/04/2020,West Bengal,423,335,73,15
17612,23/04/2020,West Bengal,456,362,79,15
17613,24/04/2020,West Bengal,514,396,103,15
17614,25/04/2020,West Bengal,571,450,103,18
17615,26/04/2020,West Bengal,611,488,105,18
17616,27/04/2020,West Bengal,649,524,105,20
17617,28/04/2020,West Bengal,697,568,109,20
17618,29/04/2020,West Bengal,725,584,119,22
17619,30/04/2020,West Bengal,758,612,124,22
17620,01/05/2020,West Bengal,795,623,139,33
17621,02/05/2020,West Bengal,795,623,139,33
17622,03/05/2020,West Bengal,922,738,151,33
17623,04/05/2020,West Bengal,963,777,151,35
17624,05/05/2020,West Bengal,1259,908,218,133
17625,06/05/2020,West Bengal,1344,840,364,140
17626,07/05/2020,West Bengal,1456,948,364,144
17627,08/05/2020,West Bengal,1548,1033,364,151
17628,09/05/2020,West Bengal,1678,1154,364,160
17629,10/05/2020,West Bengal,1786,1243,372,171
17630,11/05/2020,West Bengal,1939,1337,417,185
17631,12/05/2020,West Bengal,2063,1374,499,190
17632,13/05/2020,West Bengal,2173,1363,612,198
17633,14/05/2020,West Bengal,2290,1381,702,207
17634,15/05/2020,West Bengal,2377,1394,768,215
17635,16/05/2020,West Bengal,2461,1407,829,225
17636,17/05/2020,West Bengal,2576,1472,872,232
17637,18/05/2020,West Bengal,2677,1480,959,238
17638,19/05/2020,West Bengal,2825,1575,1006,244
